data_publicacao,diario,secao,subsecao1,subsecao2,subsecao3,subsecao4,subsecao5,nome_materia,materia
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ADMINISTRAÇÃO E DOS RECURSOS HUMANOS,,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ASSUNTOS FUNDIÁRIOS, COLONIZAÇÃO E APOIO À REFORMA AGRÁRIA",,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),,,,"AVISO DE COTAÇÃO DE PREÇOS - HIGIENE, LIMPEZA E COZINHA-1",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662576
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),,,,ADENDO DA ARP N° 010-2018-PNEUS -CHEVROMAISG-MUD DE MARCA ITEM 64-1,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662593
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),COMPANHIA DE PROCESSAMENTO DE DADOS DO RN (DATANORTE),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO,,,EXTRATO DO 1º TERMO ADITIVO TELEMAR NORTE LESTE - OI FIXO,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662602
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA (SEAP),,,,Q. CRONOLOGICA COSERN,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662560
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA (SEAP),,,,Q. CRONOLOGICA PJ e JVAC,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662561
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",,,,ExtPubConv nº 11 - Associacão do Projeto de Assentamento de Reforma Agraria da Fazenda Cantinhos - Aquisicão de Trator e Equipamentos,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662670
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",CENTRAIS DE ABASTECIMENTO DO RN (CEASA),PROGRAMA FARMACIA DE TODOS -CEASA/RN,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",EMPRESA DE PESQUISA AGROPECUÁRIA DO RN (EMPARN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO RN (EMATER),,,Aviso aos Licitantes,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662583
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO RN (EMATER),,,EMATER - TERMO DE INEXIGIBILIDADE DE LICITAÇÃO Nº5-2019 Republicação.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662707
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE DEFESA E INSPEÇÃO AGROPECUÁRIA DO RIO GRANDE DO NORTE (IDIARN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CULTURA (SEEC),,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,"Extratos -- TDL 024.2019; TCM 73,06, 50, 59",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662587
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,Extratos -- Luiz e Lázaro,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662589
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,RESULTADO DE LICITAÇÃO -- TOMADA DE PREÇOS Nº 004/2019,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662658
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,EXTRATO DE PUBLICAÇÃO TERMO DE COOPERAÇÃO MÚTUA Nº 53.2019 - MONTE ALEGRE,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662660
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,EXTRATO DE PUBLICAÇÃO POR INCORREÇÃO DO PRIMEIRO TERMO ADITIVO AO CONTRATO 72. 2018- INTERBRASIL,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662662
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,TERMO DE INEXIGIBILIDADE DE LICITAÇÃO Nº 65/2019,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662666
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,PORTARIA-SEI Nº 365/2019 -- designar gilberto marques de oliveira,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662667
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",FUNDAÇÃO JOSÉ AUGUSTO (FJA),,,FJA - TERMO DE DISPENSA DE LICITAÇÃO Nº 35_2019.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662706
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",INSTITUTO DE FORMAÇÃO DE PROFESSORES PRESIDENTE KENNEDY (IFESP),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE (UERN),,,TOMADA DE PREÇOS Nº 005-2019 – FUERN e RESUMOS DE CONTRATOS DIVERSOS.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662678
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE (UERN),,,UERN - Dispensa de Licitação - Cosern.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662679
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DA SAÚDE PÚBLICA (SESAP),,,,SESAP - HEMONORTE - AVISO AOS INTERESSADOS - pregão 08_2019.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662703
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DA SAÚDE PÚBLICA (SESAP),,,,SESAP - Convite - serviço de validação das autoclaves.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662704
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DA SAÚDE PÚBLICA (SESAP),,,,ANEXO DA ATA DE REGISTRO DE PREÇOS - PREGÃO ELETRÔNICO Nº 027_2019.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662708
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO ESPORTE E DO LAZER (SEEL),CONSELHO ESTADUAL DE DESPORTOS (CED),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),,,,TERMOS DE COMPROMISSO BOLSAS DE PESQUISA E EXTRATO CONTRATO Nº 025_2019-SEMARH.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662700
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),COMPANHIA DE ÁGUAS E ESGOTOS DO RN (CAERN),,,termo de homologação,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662563
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),COMPANHIA DE ÁGUAS E ESGOTOS DO RN (CAERN),,,extrato de contrato,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662564
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),INSTITUTO DE GESTÃO DAS ÁGUAS DO RN (IGARN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),,,,"TERMO DE HOMOLOGAÇÃO, EXTRATOS DE ADITIVOS e CESSÃO DO PROJETO GOVERNO CIDADÃO",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662654
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),AGÊNCIA REGULADORA DE SERVIÇOS PÚBLICOS DO RN (ARSEP),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),COORDENADORIA DE ESTUDOS SOCIOECONÔMICOS (CES),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),EMPRESA DE GESTÃO DE ATIVOS DO RIO GRANDE DO NORTE (EMGERN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RN (IDEMA),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,,,,Termo de Homologação-Pregão Eletrônico 014-2019,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662634
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,ACADEMIA DE POLICIA CIVIL -ACADEPOL,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,COREGEDORIA GERAL (SESED),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,CORPO DE BOMBEIROS MILITAR,,,CBM - 2º AVISO AO PE Nº 004_2019 – Republicação de Edital.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662701
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,DELEGACIA GERAL DE POLICIA CIVIL (DEGEPOL),CONSELHO SUPERIOR DE POLÍCIA - CONSEPOL,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,DIRETORIA DE APOIO LOGISTICO ( DAL ) ,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,FUNDO ESPECIAL DE SEGURANÇA PUBLICA,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,GABINETE DO DELEGADO GERAL(GDG/PC),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,INSTITUTO TÉCNICO-CIENTÍFICO DA POLÍCIA (ITEP),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,POLICIA MILITAR DO ESTADO DO RN,,,Arquivo,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191018&id_doc=662570
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,POLICIA MILITAR DO ESTADO DO RN,GABINETE DO COMANDANTE GERAL (PM),,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE ESTADO DE TRIBUTACAO-SUMATI,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 1 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 2 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 3 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 4 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 5 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 6 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 7 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / CRF,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / GABINETE,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / SIEFI,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
18/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO /COFIS,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
