data_publicacao,diario,secao,subsecao1,subsecao2,subsecao3,subsecao4,subsecao5,nome_materia,materia
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,,,,"EXTRATO DO PRIMEIRO TERMO ADITIVO AO CONVÊNIO Nº 031/2018 – SIN PRIMEIRO TERMO ADITIVO AO CONVÊNIO QUE ENTRE SI CELEBRAM O ESTADO DO RIO GRANDE DO NORTE, REPRESENTADO PELA SECRETARIA DE ESTADO DA INFRAESTRUTURA (SIN) E O MUNICÍPIO DE ESPÍRITO SANTO/RN. Processo Administrativo n° 02210140.000009/2018-77 – SIN. DO OBJETO: O presente termo aditivo tem por objeto alteração das etapas do convênio, em virtude da ampliação da meta com acréscimo na área de pavimentação, alterando-a para 3.180,00 m², conforme especificações nos projetos e no plano de trabalho que integram o presente instrumento para todos os seus jurídicos e legais efeito. DOS REFLEXOS FINANCEIROS: As alterações propostas pela CONVENENTE serão custeadas com a utilização do saldo do valor do convênio em relação ao valor do contrato celebrado pelo ente municipal, no valor de R$ 32.430,10 (trinta e dois mil, quatrocentos e trinta reais e dez centavos), sem qualquer impacto no valor global do convênio, conforme justificativa técnica elaborada pelo fiscal do convênio. DA RATIFICAÇÃO: Ficam mantidas e ratificadas as demais cláusulas e condições até então pactuadas que não conflitarem com o presente instrumento complementar. DA VIGÊNCIA E EFICÁCIA: O presente Termo Aditivo terá vigência a partir de sua assinatura e eficácia com a publicação no Diário Oficial do Estado. Natal/RN, 15 de outubro de 2019. GUSTAVO FERNANDES ROSADO COÊLHO Secretário de Estado da Infraestrutura FERNANDO LUIZ TEIXEIRA DE CARVALHO Prefeito Municipal de Espírito Santo",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662344
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,,,,"EXTRATO DO SEGUNDO TERMO ADITIVO AO CONTRATO N° 002/2019 - SIN SEGUNDO TERMO ADITIVO AO CONTRATO DE OBRA, DO TIPO MENOR PREÇO, EM REGIME DE EMPREITADA POR PREÇO UNITÁRIO, COM FORNECIMENTO DE MATERIAIS, QUE ENTRE SI CELEBRAM O ESTADO DO RIO GRANDE DO NORTE ATRAVÉS DA CORPO DE BOMBEIROS MILITAR DO RIO GRANDE DO NORTE (CBM), COM INTERVENIÊNCIA DA SECRETARIA DE ESTADO DA INFRAESTRUTURA (SIN), E A EMPRESA EMPROTEC – EMPRESA DE PROJETOS TÉCNICOS E CONSTRUÇÃO CIVIL LTDA – ME, PARA ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE ARQUITETURA E COMPLEMENTARES DE ENGENHARIA PARA O CORPO DE BOMBEIROS MILITAR DO RIO GRANDE DO NORTE. Processo Administrativo n° 02210140.000705/2019-64 – SIN. DO OBJETO: O presente termo aditivo tem por objeto a prorrogação dos prazos de vigência do contrato e execução dos serviços, por mais 60 (sessenta) dias, conforme justificativa técnica e cronograma de execução que integram o presente instrumento, contados a partir do dia subsequente ao término dos prazos de vigência e execução anteriores. Assim, para a vigência contratual o prazo será contado do dia 02/12/2019 até o dia 30/01/2020, ao passo que para execução dos serviços o prazo será contado do dia 03/10/2019 até o dia 01/12/2019. DA RATIFICAÇÃO: Ficam mantidas e ratificadas as demais cláusulas e condições até então pactuadas que não conflitarem com o presente instrumento complementar. DA VIGÊNCIA E EFICÁCIA: O presente termo aditivo terá vigência a partir de sua assinatura e eficácia com a publicação no Diário Oficial do Estado. Natal/RN, 09 de outubro de 2019. Cel. BM LUIZ MONTEIRO DA SILVA JÚNIOR Comandante Geral do Corpo de Bombeiros Militar do Rio Grande do Norte GUSTAVO FERNANDES ROSADO COÊLHO Secretário de Estado da Infraestrutura FRANCISCO MARCÍLIO DE PONTES CONFESSOR EMPROTEC – EMPRESA DE PROJETOS TÉCNICOS E CONSTRUÇÃO CIVIL LTDA",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662345
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,,,,"EXTRATO DO QUARTO TERMO ADITIVO AO CONTRATO N° 013/2017 – SIN QUARTO TERMO ADITIVO AO CONTRATO DE OBRA, SOB REGIME DE EMPREITADA POR PREÇO UNITÁRIO, COM FORNECIMENTO DE MATERIAIS, QUE ENTRE SI CELEBRAM O ESTADO DO RIO GRANDE DO NORTE DA ATRAVÉS DA SECRETARIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC), COM INTERVENIÊNCIA SECRETARIA DE ESTADO DA INFRAESTRUTURA (SIN), E A EMPRESA M & K – COMÉRCIO E CONSTRUÇÕES LTDA PARA EXECUÇÃO DAS OBRAS DE CONSTRUÇÃO DO CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL E TECNOLOGIA NO MUNICÍPIO DE ASSU/RN. DO OBJETO: O presente termo aditivo tem por objeto a prorrogação dos prazos de vigência do contrato e execução dos serviços, por mais 100 (cem) dias, conforme justificativa técnica e cronograma de execução que integram o presente instrumento, contados a partir do dia subsequente ao término dos prazos de vigência e execução anteriores. Assim, para a vigência contratual o prazo será contado do dia 15/11/2019 até o dia 22/02/2020, ao passo que para execução dos serviços o prazo será contado do dia 16/09/2019 até o dia 24/12/2019. DA RATIFICAÇÃO: Ficam mantidas e ratificadas as demais cláusulas e condições até então pactuadas que não conflitarem com o presente instrumento complementar. DA VIGÊNCIA E EFICÁCIA: O presente termo aditivo terá vigência a partir de sua assinatura e eficácia com a publicação no Diário Oficial do Estado. Natal/RN, 09 de outubro de 2019. GETÚLIO MARQUES FERREIRA Secretário de Estado da Educação, da Cultura, do Esporte e do Lazer GUSTAVO FERNANDES ROSADO COÊLHO Secretário de Estado da Infraestrutura ALEXANDRE MAGNO FERNANDES DE SOUSA M&K COMÉRCIO E CONSTRUÇÕES LTDA",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662346
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,,,,"EXTRATO DO CONTRATO N° 016/2019 - SIN TERMO DE CONTRATO DE COMPRA QUE FAZEM ENTRE SI O ESTADO DO RIO GRANDE DO NORTE ATRAVÉS DA SECRETARIA DE ESTADO DA INFRAESTRUTURA (SIN) E A EMPRESA WT DISTRIBUIDORA EIRELI. Processo Administrativo nº 02210100.000233/2019-16. DO OBJETO: O objeto do presente Termo de Contrato é a aquisição de material de higiene e limpeza cozinha, para atender as eventuais necessidades dos Órgãos da Administração Pública do Estado do Rio Grande do Norte, através do sistema de registros de preços, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos. VIGÊNCIA: O prazo de vigência deste Termo de Contrato tem início na data de assinatura e encerramento em 31 de dezembro de 2019, podendo ser prorrogado de acordo com o interesse das partes até o limite de 60 meses. PREÇOS E DA DOTAÇÃO: O valor do presente Termo de Contrato é de R$ 3.615,80 (três mil, seiscentos e quinze reais e oitenta centavos). As despesas com a aquisição, objeto deste contrato, serão custeadas com recursos alocados na seguinte Classificação Orçamentária: Unidade Orçamentária: 25101 - Secretaria de Estado da Infraestrutura - SIN; Subação: 264801 - Manutenção e Funcionamento; Fonte Recurso: 0.1.00.000000 - Recursos Ordinários; Natureza da Despesa: 33.90.30.22 - Material Limpeza e Produto. PUBLICAÇÃO: Incumbirá à CONTRATANTE providenciar a publicação deste instrumento, por extrato, no Diário Oficial da União, no prazo previsto na Lei nº 8.666, de 1993. Natal/RN, 10 de outubro de 2019. GUSTAVO FERNANDES ROSADO COÊLHO Secretário de Estado da Infraestrutura WERNECK LIMA DE CARVALHO WT DISTRIBUIDORA EIRELI",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662347
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,,,,TOMADA DE PREÇOS Nº 012_2019-SIN - HOMOLOGAÇÃO E ADJUDCAÇÃO - Cobertura e Caixa de Água da SET.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662422
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,,,,TOMADA DE PREÇOS Nº 006-2019-SIN - HOMOLOGAÇÃO E ADJUDCAÇÃO - E.E. MARILÚZIA A. FLORENTINO.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662423
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,,,,SIN - TOMADA DE PREÇOS Nº 011_2019-SIN - RESULTADO DA ANÁLISE DE HABILITAÇÃO.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662424
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,DEPARTAMENTO ESTADUAL DE ESTRADAS E RODAGENS (DER),,,"PUBLICAÇÃO ENVIADA EM, 15.10.2019-PORTARIA NºS 0093 E 0094/2019-LICENÇA ESPECIAL.",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662290
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,DEPARTAMENTO ESTADUAL DE TRÂNSITO (DETRAN),,,INEXIGIBILIDADE DE LICITAÇÃO - ESAFI - PROC 02910096.001211-2019-00,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662327
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA JUSTIÇA E DA CIDADANIA,CONSELHO ESTADUAL DE DIREITOS HUMANOS E CIDADANIA (COEDHUCI),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ADMINISTRAÇÃO E DOS RECURSOS HUMANOS,,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ASSUNTOS FUNDIÁRIOS, COLONIZAÇÃO E APOIO À REFORMA AGRÁRIA",,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),COMPANHIA DE PROCESSAMENTO DE DADOS DO RN (DATANORTE),,,Extrato do Contrato 9912470202 - CORREIOS,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662277
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),COMPANHIA DE PROCESSAMENTO DE DADOS DO RN (DATANORTE),,,DATANORTE - TERMO DE DISPENSA DE LICITAÇÃO Nº 32_2019.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662426
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA (SEAP),,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",CENTRAIS DE ABASTECIMENTO DO RN (CEASA),PROGRAMA FARMACIA DE TODOS -CEASA/RN,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",EMPRESA DE PESQUISA AGROPECUÁRIA DO RN (EMPARN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO RN (EMATER),,,Extrato de Aditivo na Obra de São Paulo do Potengi.,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662260
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO RN (EMATER),,,EMATER - TERMO DE INEXIGIBILIDADE DE LICITAÇÃO 08_2019.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662425
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE DEFESA E INSPEÇÃO AGROPECUÁRIA DO RIO GRANDE DO NORTE (IDIARN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CULTURA (SEEC),,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,Distratos e Extrato -- 15.10,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662299
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,"EXTRATO DE PUBLICAÇÃO DO CONTRATO Nº 51, 52, 53, 54, 55 de 2019",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662300
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,"EXTRATO DE PUBLICAÇÃO DO TERMO DE COOPERAÇÃO MÚTUA nº 65, 44, 32, 52, 66, 48, 22, 38 de 2019",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662301
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,EXTRATO DE PUBLICAÇÃO POR INCORREÇÃO DO SEGUNDO TERMO ADITIVO AO CONTRATO 58. 2017- KAELE LTDA,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662302
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,EXTRATO DE PUBLICAÇÃO POR INCORREÇÃO DOTERMO DE COOPERAÇÃO TÉCNICA Nº 07.2019 -- SADEF,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662304
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,EXTRATO DE PUBLICAÇÃO DO PRIMEIRO TERMO ADITIVO AO TCM Nº 50.2019 - P. M. CANGUARETAMA,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662305
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,EXTRATO DE PUBLICAÇÃO DO SEGUNDO TERMO ADITIVO AO CONTRATO Nº 20.2018 - JMT LTDA,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662307
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,EXTRATO DE PUBLICAÇÃO DO COMODATO - PARÓQUIA DE SANTA RITA DE CÁSSIA (E.E.T.I),http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662308
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,AVISO DE LICITAÇÃO -- PE Nº 007/2019-CPL/SEEC,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662336
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,PORTARIA-SEI Nº 359,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662340
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",FUNDAÇÃO JOSÉ AUGUSTO (FJA),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",INSTITUTO DE FORMAÇÃO DE PROFESSORES PRESIDENTE KENNEDY (IFESP),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE (UERN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DA SAÚDE PÚBLICA (SESAP),,,,SESAP - Pregão Eletrônico nº. 29_2019 - TERMO DE HOMOLOGAÇÃO.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662427
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO ESPORTE E DO LAZER (SEEL),CONSELHO ESTADUAL DE DESPORTOS (CED),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),,,,EXTRATO DE CONTRATO Nº 028_2019-SEMARH e 1º TERMO ADITIVO AO CONTRATO Nº 014_2018-SEMARH.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662438
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),COMPANHIA DE ÁGUAS E ESGOTOS DO RN (CAERN),,,extrato de contrato,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662266
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),COMPANHIA DE ÁGUAS E ESGOTOS DO RN (CAERN),,,Aviso de Licitação,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662271
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),COMPANHIA DE ÁGUAS E ESGOTOS DO RN (CAERN),,,termo de homologação,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662272
16/10/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),COMPANHIA DE ÁGUAS E ESGOTOS DO RN (CAERN),,,extrato de contrato,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20191016&id_doc=662337
