data_publicacao,diario,secao,subsecao1,subsecao2,subsecao3,subsecao4,subsecao5,nome_materia,materia
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,,,,"EXTRATO DO CONTRATO N° 014/2019 – SIN CONTRATO QUE ENTRE SI CELEBRAM O ESTADO DO RIO GRANDE DO NORTE, ATRAVÉS DA SECRETARIA DE ESTADO DA TRIBUTAÇÃO (SET), COM INTERVENIÊNCIA DA SECRETARIA DE ESTADO DA INFRAESTRUTURA/SIN, E A EMPRESA PROSENG – PROJETOS E SERVIÇOS DE ENGENHARIA LTDA, PARA REALIZAÇÃO DE MANUTENÇÃO EMERGENCIAL NA REDE ELÉTRICA NO PRÉDIO DA SEDE DA SECRETARIA DE ESTADO DA TRIBUTAÇÃO – SET - NATAL/RN. Dispensa de Licitação n° 21/2019 – CPL/SIN. Processo Administrativo nº 00310020.001127/2019-13 – SIN. DO OBJETO: O presente Contrato tem por objeto a CONTRATAÇÃO DE EMPRESA PARA REALIZAR MANUTENÇÃO EMERGENCIAL NA REDE ELÉTRICA NO PRÉDIO DA SEDE DA SECRETARIA DE ESTADO DA TRIBUTAÇÃO – SET. DO VALOR: A CONTRATANTE pagará a CONTRATADA, pela execução do objeto deste contrato, o valor de R$ 64.181,95 (sessenta e quatro mil, cento e oitenta e um reais e noventa e cinco centavos), de acordo com a Proposta de Preço apresentada pela CONTRATADA, tudo em conformidade com os preços de mercado, tendo como referência o Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil - SINAPI. DOS PRAZOS DE VIGÊNCIA DO CONTRATO E EXECUÇÃO DO CONTRATO: O prazo de vigência do contrato, será de 90 (noventa) dias consecutivos, contados a partir da assinatura da Ordem de Início de Serviço, e o de execução das obras será de 30 (trinta) dias consecutivos, contados, também, da assinatura da Ordem de Início de Serviço, podendo haver prorrogação nos casos dos §§ 1º, 2º e 3º, do art. 57, da Lei nº. 8666/93 e suas alterações. DA EFICÁCIA: O presente contrato terá sua eficácia a partir da publicação, por extrato, no Diário Oficial do Estado - RN – D.O.E/RN. Natal/RN, 23 de setembro de 2019. CARLOS EDUARDO XAVIER Secretário de Estado da Tributação - SET GUSTAVO FERNANDES ROSADO COÊLHO Secretário de Estado da Infraestrutura – SIN/RN ITALO RODRIGUES FERNANDES PROSENG – PROJETOS E SERVIÇOS DE ENGENHARIA LTDA",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660561
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,,,,"EXTRATO DO CONTRATO N° 015/2019 – SIN CONTRATO DE LOCAÇÃO DE IMÓVEL QUE FAZEM ENTRE SI O ESTADO DO RIO GRANDE DO NORTE, ATRAVÉS DA SECRETARIA DE ESTADO DE INFRAESTRUTURA (SIN) E O SR. FRANCISCO FERNANDES FILHO. Dispensa de Licitação na forma do art. 24, X, da Lei nº 8.666, de 21 de junho de 1993. Processo Administrativo nº 02210100.000220/2019-47 – SIN. DO OBJETO: O presente instrumento tem por objeto a locação do imóvel comercial situado na Rua Charseni Fernandes, n° 05, Nova Betânia, Mossoró/RN. DO VALOR: O valor mensal da locação importará em R$ 900,00 (novecentos reais), importando o valor global do contrato em R$ 10.800,00 (dez mil e oitocentos reais). DOS PRAZOS DE VIGÊNCIA DO CONTRATO E EXECUÇÃO DO CONTRATO: A locação é feita pelo prazo determinado de 12 (doze) meses, a contar do dia 19 de setembro de 2019, cessando de pleno direito depois de decorrido o período contratual, independentemente de qualquer aviso, notificação ou interpelação, judicial ou extrajudicial, obrigando-se a LOCATÁRIA a entregar o imóvel nas condições originais, conforme previsto neste contrato. DA EFICÁCIA: O presente contrato terá sua eficácia a partir da publicação, por extrato, no Diário Oficial do Estado - RN – D.O.E/RN. Natal/RN, 19 de setembro de 2019. GUSTAVO FERNANDES ROSADO COÊLHO Secretário de Estado da Infraestrutura – SIN/RN - LOCATÁRIO FRANCISCO FERNANDES FILHO LOCADOR",http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660562
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,DEPARTAMENTO ESTADUAL DE ESTRADAS E RODAGENS (DER),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA INFRA-ESTRUTURA,DEPARTAMENTO ESTADUAL DE TRÂNSITO (DETRAN),,,Extrato de Contrato,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660540
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DA JUSTIÇA E DA CIDADANIA,CONSELHO ESTADUAL DE DIREITOS HUMANOS E CIDADANIA (COEDHUCI),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ADMINISTRAÇÃO E DOS RECURSOS HUMANOS,,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ASSUNTOS FUNDIÁRIOS, COLONIZAÇÃO E APOIO À REFORMA AGRÁRIA",,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),,,,Arquivo,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660620
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),COMPANHIA DE PROCESSAMENTO DE DADOS DO RN (DATANORTE),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO (SEAD),INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA (SEAP),,,,028-2019-Dispensa de licitação,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660566
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETÁRIA DE ESTADO DA ADMINISTRAÇÃO PENITENCIÁRIA (SEAP),,,,029-2019-Dispensa de licitação,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660567
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",,,,SAPE - RESULTADO PREGÃO - RESULTADO DO PREGÃO Nº 001_2019.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660651
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",CENTRAIS DE ABASTECIMENTO DO RN (CEASA),PROGRAMA FARMACIA DE TODOS -CEASA/RN,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",EMPRESA DE PESQUISA AGROPECUÁRIA DO RN (EMPARN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO RN (EMATER),,,Aviso aos licitantes,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660506
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO RN (EMATER),,,EMATER - TERMO DE INEXIGIBILIDADE DE LICITAÇÃO 07_2019.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660646
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO RN (EMATER),,,EMATER - EXTRATO DE DISPENSA DE LICITAÇÃO Nº 61-2019 - Republicado.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660647
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETARIA DE ESTADO DA AGRICULTURA, DA PECUÁRIA E DA PESCA ",INSTITUTO DE DEFESA E INSPEÇÃO AGROPECUÁRIA DO RIO GRANDE DO NORTE (IDIARN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DA EDUCAÇÃO E DA CULTURA (SEEC),,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,T. I. Lic. 60.2019 -- SAAE Maxaranguape,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660525
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",,,,Contratos -- 00410032.001546/2019-61 e outros,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660529
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",FUNDAÇÃO JOSÉ AUGUSTO (FJA),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",INSTITUTO DE FORMAÇÃO DE PROFESSORES PRESIDENTE KENNEDY (IFESP),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS","SECRETÁRIA DE ESTADO DA EDUCAÇÃO, DA CULTURA, DO ESPORTE E DO LAZER (SEEC)",UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE (UERN),,,ADITIVO AO CONTRATO N° 017_2018-FUERN e SEGUNDO TERMO ADITIVO AO CONTRATO N° 079_2017-FUERN.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660591
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DA SAÚDE PÚBLICA (SESAP),,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO ESPORTE E DO LAZER (SEEL),CONSELHO ESTADUAL DE DESPORTOS (CED),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),COMPANHIA DE ÁGUAS E ESGOTOS DO RN (CAERN),,,extrato de contrato,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660538
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),COMPANHIA DE ÁGUAS E ESGOTOS DO RN (CAERN),,,Aviso de Licitação,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660614
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO MEIO AMBIENTE E DOS RECURSOS HÍDRICOS (SEMARH),INSTITUTO DE GESTÃO DAS ÁGUAS DO RN (IGARN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),,,,REAPRAZAMENTO E ADIAMENTO DE LICITAÇÃO E EXTRATO DE CONTRATO DO PROJETO GOVERNO CIDADÃO,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660622
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),AGÊNCIA REGULADORA DE SERVIÇOS PÚBLICOS DO RN (ARSEP),,,PRIMEIRO TERMO ADITIVO - JMT,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660497
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),COORDENADORIA DE ESTUDOS SOCIOECONÔMICOS (CES),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),EMPRESA DE GESTÃO DE ATIVOS DO RIO GRANDE DO NORTE (EMGERN),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE ESTADO DO PLANEJAMENTO E DAS FINANÇAS (SEPLAN),INSTITUTO DE DESENVOLVIMENTO SUSTENTÁVEL E MEIO AMBIENTE DO RN (IDEMA),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,,,,SESED - ADJUDICAÇÃO PE 17 - LOTE 1.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660638
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,ACADEMIA DE POLICIA CIVIL -ACADEPOL,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,COREGEDORIA GERAL (SESED),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,CORPO DE BOMBEIROS MILITAR,,,Aviso PE008.2019 - Carretas transporte botes inflaveis,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660488
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,DELEGACIA GERAL DE POLICIA CIVIL (DEGEPOL),,,EXTRATO DO TERCEIRO TERMO ADITIVO - SANTOS E FERNANDES PROC. 226499.2017-2,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660552
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,DELEGACIA GERAL DE POLICIA CIVIL (DEGEPOL),CONSELHO SUPERIOR DE POLÍCIA - CONSEPOL,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,DIRETORIA DE APOIO LOGISTICO ( DAL ) ,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,FUNDO ESPECIAL DE SEGURANÇA PUBLICA,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,GABINETE DO DELEGADO GERAL(GDG/PC),,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,INSTITUTO TÉCNICO-CIENTÍFICO DA POLÍCIA (ITEP),,,GDG-ITEP - 2019 Termo de Homologação pregão 08-19.,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660508
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE SEGURANÇA PÚBLICA E DA DEFESA SOCIAL,POLICIA MILITAR DO ESTADO DO RN,GABINETE DO COMANDANTE GERAL (PM),,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,,,,SET - TERMO ADITIVO AO CONTRATO N° 008_2018.doc,http://diariooficial.rn.gov.br/dei/dorn3/docview.aspx?id_jor=00000001&data=20190928&id_doc=660641
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE ESTADO DE TRIBUTACAO-SUMATI,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 1 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 2 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 3 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 4 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 5 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 6 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
28/09/2019,DIÁRIO OFICIAL,PODER EXECUTIVO,"CONTRATOS, EDITAIS E AVISOS",SECRETARIA DE TRIBUTAÇÃO,SECRETARIA DE TRIBUTAÇÃO / 7 URT,,,Não Possui,Nenhuma matéria encontrada nessa data para essa seção.
